Type,ClusterID,CentroidX,CentroidY,NumMembers,TimeOfDay,DecisiveOrStyle,Weather,RoadCondition,CommInterval,Channel,ChannelQuality
VRU,2881,1814.3,714.35,8,11.99,Decisive,night,clear,Low,835,Medium
VRU,2882,444.55,727.95,7,10.98,Non-decisive,snow,slippery,High,809,Good
VRU,2883,630.15,754.15,22,12.15,Decisive,night,clear,Low,810,Medium
VRU,2884,565.9,720.1,5,12.04,Decisive,motorway,sunny,Low,812,Medium
VRU,2885,1130.3,741.3,3,13.04,Decisive,motorway,sunny,Low,886,Good
VRU,2886,1218.73333333333,762.466666666667,11,11.42,Decisive,night,clear,Low,954,Medium
VRU,2887,644.733333333333,751.566666666667,15,11.89,Decisive,night,clear,Low,814,Medium
VRU,2888,988.2,751.4,7,11.71,Non-decisive,night,clear,Low,838,Good
VRU,2889,720.15,762.75,7,10.19,Decisive,fog,not visible,High,818,Medium
VRU,2890,751.7,745.6,5,11.09,Decisive,night,clear,Low,822,Good
VRU,2891,1340.05,775.45,16,11.1,Decisive,fog,not visible,Low,955,Medium
VRU,2892,1033.1,765.05,6,11.27,Decisive,snow,slippery,Low,842,Good
VRU,2893,1348.05,827.35,5,10.41,Decisive,rain,slippery,High,956,Medium
VRU,2894,1098.7,751.5,9,9.6,Decisive,fog,not visible,High,900,Good
VRU,2895,1758.85,763.25,11,11.9,Non-decisive,night,clear,Low,917,Good
VRU,2896,1397.05,821.05,14,10.18,Decisive,night,clear,High,957,Medium
VRU,2897,593.433333333333,761.133333333333,13,12.36,Decisive,night,clear,Low,813,Medium
VRU,2898,487.0,746.0,17,11.48,Decisive,night,clear,Low,819,Good
VRU,2899,452.1,814.6,5,11.8,Decisive,night,clear,Low,820,Good
VRU,2900,64.5,724.5,8,10.4,Decisive,rain,slippery,High,623,Medium
VRU,2901,1709.55,717.85,11,9.95,Decisive,rain,slippery,High,958,Medium
VRU,2902,1225.1,842.3,8,10.54,Decisive,snow,slippery,High,958,Medium
VRU,2903,300.8,791.7,4,12.15,Decisive,night,clear,Low,796,Medium
VRU,2904,1489.18,752.3,13,11.13,Decisive,night,clear,Low,959,Good
VRU,2905,69.4,751.4,8,11.62,Decisive,motorway,sunny,Low,710,Medium
VRU,2906,20.2,697.6,16,11.49,Decisive,motorway,sunny,Low,351,Medium
VRU,2907,1546.45,768.3,8,9.95,Decisive,rain,slippery,High,960,Good
VRU,2908,1841.575,751.7,13,11.78,Non-decisive,motorway,sunny,Low,805,Medium
VRU,2909,11.6,659.6,4,11.45,Decisive,snow,slippery,Low,75,Medium
VRU,2910,968.4,803.2,6,11.11,Decisive,snow,slippery,Low,840,Good
VRU,2911,1206.25,767.65,23,10.58,Decisive,fog,not visible,High,961,Medium
VRU,2912,520.9,834.1,8,11.23,Decisive,motorway,sunny,Low,821,Medium
VRU,2913,644.4,757.575,19,11.28,Non-decisive,night,clear,Low,824,Medium
VRU,2914,461.6,739.15,7,10.03,Decisive,fog,not visible,High,823,Good
VRU,2915,243.7,741.5,8,12.31,Decisive,motorway,sunny,Low,798,Medium
VRU,2916,1886.2,673.9,6,11.91,Decisive,night,clear,Low,620,Medium
VRU,2917,272.5,797.9,11,11.37,Decisive,night,clear,Low,799,Medium
VRU,2918,1891.6,749.4,12,10.66,Non-decisive,rain,slippery,High,652,Medium
VRU,2919,498.775,771.15,15,10.17,Non-decisive,rain,slippery,High,825,Good
VRU,2920,1067.3,762.7,16,11.1,Decisive,snow,slippery,Low,882,Good
VRU,2921,518.0,771.225,17,10.8,Decisive,snow,slippery,High,826,Medium
VRU,2922,1854.5,785.1,13,11.88,Non-decisive,motorway,sunny,Low,818,Medium
VRU,2923,1866.36666666667,726.5,9,10.48,Decisive,fog,not visible,High,848,Medium
VRU,2924,661.3,759.0,7,12.0,Non-decisive,night,clear,Low,827,Medium
VRU,2925,461.1,778.1,9,10.45,Decisive,fog,not visible,High,828,Good
VRU,2926,1263.42,768.88,28,11.0,Decisive,snow,slippery,Low,962,Medium
VRU,2927,1477.8,748.4,5,10.91,Non-decisive,snow,slippery,High,963,Medium
VRU,2928,657.5,763.6,13,11.08,Decisive,snow,slippery,Low,829,Medium
VRU,2929,649.7,820.5,8,11.11,Decisive,fog,not visible,Low,830,Medium
VRU,2930,793.9,856.7,3,9.34,Decisive,rain,slippery,High,831,Medium
VRU,2931,1544.9,799.95,8,12.28,Decisive,motorway,sunny,Low,964,Medium
VRU,2932,323.9,827.9,1,12.61,Decisive,motorway,sunny,Low,811,Medium
VRU,2933,1677.3,769.14,20,11.92,Decisive,night,clear,Low,965,Good
VRU,2934,425.5,735.6,17,11.33,Decisive,snow,slippery,Low,832,Good
VRU,2935,1379.1,865.6,5,10.68,Decisive,snow,slippery,High,966,Medium
VRU,2936,1863.43333333333,711.1,14,10.07,Decisive,fog,not visible,High,849,Medium
VRU,2937,1119.4,843.15,4,10.47,Decisive,snow,slippery,High,910,Good
VRU,2938,1040.86666666667,757.733333333333,24,10.98,Non-decisive,night,clear,High,868,Good
VRU,2939,569.271428571428,730.485714285714,12,12.93,Decisive,motorway,sunny,Low,833,Good
VRU,2940,59.3,774.3,6,10.35,Decisive,fog,not visible,High,687,Medium
VRU,2941,1873.33333333333,783.0,9,11.48,Decisive,junction,overcast,Low,853,Good
VRU,2942,306.233333333333,722.066666666667,8,10.95,Decisive,snow,slippery,High,816,Good
VRU,2943,846.1,797.4,7,10.24,Non-decisive,fog,not visible,High,837,Good
VRU,2944,472.5,810.1,13,10.12,Non-decisive,fog,not visible,High,834,Good
VRU,2945,1115.4,778.55,25,11.5,Decisive,motorway,sunny,Low,916,Medium
VRU,2946,941.05,774.6,10,10.2,Decisive,fog,not visible,High,843,Good
VRU,2947,126.75,800.8,5,11.19,Decisive,snow,slippery,Low,802,Good
VRU,2948,1790.2,753.0,13,10.14,Decisive,rain,slippery,High,907,Medium
VRU,2949,271.5,790.1,5,10.06,Decisive,fog,not visible,High,817,Good
VRU,2950,1524.2,761.5,8,11.48,Decisive,motorway,sunny,Low,967,Good
VRU,2951,1624.7,798.9,8,11.88,Decisive,night,clear,Low,968,Medium
VRU,2952,1828.3,648.3,5,10.76,Non-decisive,fog,not visible,High,866,Medium
VRU,2953,1891.76666666667,717.3,13,11.42,Decisive,fog,not visible,Low,709,Medium
VRU,2954,371.4,731.6,6,11.13,Decisive,snow,slippery,Low,835,Medium
VRU,2955,1221.4,753.0,15,11.46,Non-decisive,night,clear,Low,969,Medium
VRU,2956,1306.1,856.5,5,10.59,Decisive,snow,slippery,High,970,Medium
VRU,2957,1314.63333333333,823.533333333333,10,10.39,Decisive,fog,not visible,High,971,Medium
VRU,2958,1264.4,874.0,5,12.15,Decisive,motorway,sunny,Low,972,Medium
VRU,2959,417.2,751.583333333333,22,11.05,Non-decisive,rain,slippery,Low,836,Good
VRU,2960,1275.67142857143,763.628571428571,19,11.73,Decisive,night,clear,Low,973,Medium
VRU,2961,926.4,748.5,10,11.38,Decisive,night,clear,Low,844,Good
VRU,2962,778.55,760.8,9,11.1,Non-decisive,motorway,sunny,Low,841,Medium
VRU,2963,417.3,819.15,13,9.92,Decisive,fog,not visible,High,838,Good
VRU,2964,810.0,741.4,6,12.54,Decisive,motorway,sunny,Low,845,Good
VRU,2965,135.6,732.433333333333,10,11.12,Decisive,night,clear,Low,806,Medium
VRU,2966,1362.9,763.8,17,11.75,Decisive,night,clear,Low,974,Medium
VRU,2967,491.7,744.0,14,11.61,Non-decisive,night,clear,Low,839,Good
VRU,2968,830.2,749.0,4,10.47,Decisive,fog,not visible,High,846,Good
VRU,2969,1355.76666666667,763.816666666667,21,11.19,Non-decisive,motorway,sunny,Low,975,Medium
VRU,2970,445.1,766.9,13,11.04,Decisive,fog,not visible,Low,840,Good
VRU,2971,1407.05,768.866666666667,19,11.54,Decisive,night,clear,Low,976,Medium
VRU,2972,377.5,730.5,6,12.2,Decisive,motorway,sunny,Low,842,Good
VRU,2973,625.8,743.3,9,10.83,Non-decisive,snow,slippery,High,847,Good
VRU,2974,320.233333333333,759.333333333333,28,9.58,Decisive,fog,not visible,High,837,Good
VRU,2975,1516.68,756.02,17,11.33,Decisive,night,clear,Low,977,Good
VRU,2976,418.2,808.9,11,9.65,Decisive,rain,slippery,High,843,Good
VRU,2977,1428.9,735.85,10,11.23,Non-decisive,fog,not visible,Low,978,Good
VRU,2978,1569.66,753.24,14,11.18,Decisive,fog,not visible,Low,979,Good
VRU,2979,1445.65,811.9,18,11.06,Non-decisive,fog,not visible,Low,980,Good
VRU,2980,295.6,756.371428571429,15,10.44,Decisive,fog,not visible,High,831,Medium
VRU,2981,844.4,772.3,5,10.02,Decisive,rain,slippery,High,850,Good
VRU,2982,593.7,756.666666666667,18,10.7,Decisive,snow,slippery,High,848,Medium
VRU,2983,1523.43846153846,766.469230769231,23,11.66,Decisive,night,clear,Low,981,Good
VRU,2984,1085.5,821.6,3,12.99,Decisive,motorway,sunny,Low,915,Good
VRU,2985,1703.3,820.7,6,9.95,Decisive,rain,slippery,High,982,Medium
VRU,2986,1157.96666666667,778.266666666667,13,12.08,Decisive,motorway,sunny,Low,953,Medium
VRU,2987,134.7,661.1,3,9.56,Decisive,fog,not visible,High,804,Medium
VRU,2988,273.12,732.54,19,10.73,Decisive,snow,slippery,High,841,Medium
VRU,2989,505.02,769.72,19,11.89,Non-decisive,motorway,sunny,Low,849,Medium
VRU,2990,1683.55,773.3,12,10.24,Decisive,fog,not visible,High,983,Medium
VRU,2991,977.1,773.6,9,12.24,Decisive,fog,not visible,Low,858,Good
VRU,2992,412.7,818.933333333333,10,9.71,Decisive,fog,not visible,High,844,Good
VRU,2993,1309.75,751.15,16,11.7,Decisive,night,clear,Low,984,Medium
VRU,2994,969.9,785.3,3,12.73,Decisive,motorway,sunny,Low,865,Good
VRU,2995,535.0,758.5,10,10.6,Decisive,fog,not visible,High,851,Medium
VRU,2996,407.1,773.8,14,12.91,Decisive,motorway,sunny,Low,852,Good
VRU,2997,65.2,765.5,2,12.0,Decisive,motorway,sunny,Low,762,Medium
VRU,2998,468.333333333333,765.5,7,10.38,Decisive,fog,not visible,High,853,Good
VRU,2999,636.4,821.6,4,10.23,Decisive,fog,not visible,High,854,Good
VRU,3000,671.5,844.5,3,13.08,Non-decisive,motorway,sunny,Low,855,Medium
VRU,3001,1788.1,757.166666666667,12,11.48,Decisive,motorway,sunny,Low,918,Good
VRU,3002,1220.85,773.1,16,11.31,Decisive,fog,not visible,Low,985,Good
VRU,3003,1634.7,757.65,14,11.35,Decisive,motorway,sunny,Low,986,Medium
VRU,3004,761.95,783.1,7,10.98,Decisive,snow,slippery,High,857,Good
VRU,3005,1683.3,807.55,12,10.52,Decisive,fog,not visible,High,987,Medium
VRU,3006,1233.05,773.5,21,10.87,Decisive,rain,slippery,High,988,Medium
VRU,3007,1447.7,760.3,14,10.8,Decisive,night,clear,High,989,Good
VRU,3008,1157.5,759.2,19,11.5,Decisive,motorway,sunny,Low,965,Good
VRU,3009,366.9,852.6,2,12.66,Decisive,motorway,sunny,Low,856,Good
VRU,3010,925.7,811.3,7,9.94,Decisive,fog,not visible,High,852,Good
VRU,3011,285.7,745.1,5,10.05,Decisive,fog,not visible,High,845,Good
VRU,3012,1326.6,741.95,12,9.56,Decisive,rain,slippery,High,990,Medium
VRU,3013,770.0,782.6,4,11.99,Decisive,night,clear,Low,859,Good
VRU,3014,1733.33333333333,800.7,13,9.6,Non-decisive,fog,not visible,High,929,Medium
VRU,3015,288.975,753.875,15,10.45,Decisive,night,clear,High,846,Good
VRU,3016,1265.95,751.7,19,10.21,Non-decisive,rain,slippery,High,991,Medium
VRU,3017,1564.9,730.9,5,10.6,Decisive,fog,not visible,High,992,Good
VRU,3018,345.425,736.125,9,11.13,Decisive,fog,not visible,Low,850,Good
VRU,3019,1735.9,752.65,7,10.8,Decisive,night,clear,High,954,Medium
VRU,3020,170.6,705.25,9,11.78,Decisive,night,clear,Low,815,Good
VRU,3021,343.9,810.8,6,11.85,Decisive,night,clear,Low,858,Good
VRU,3022,1714.0,800.2,10,11.29,Decisive,motorway,sunny,Low,961,Medium
VRU,3023,1682.7,726.95,8,12.14,Decisive,motorway,sunny,Low,993,Medium
VRU,3024,1222.6,820.2,6,11.15,Decisive,fog,not visible,Low,994,Medium
VRU,3025,59.3,800.3,4,12.25,Non-decisive,night,clear,Low,617,Medium
VRU,3026,394.4,783.1,4,12.48,Decisive,motorway,sunny,Low,860,Good
VRU,3027,1050.46666666667,751.433333333333,10,10.63,Decisive,fog,not visible,High,926,Good
VRU,3028,1696.0,798.1,5,9.51,Decisive,rain,slippery,High,995,Medium
VRU,3029,1836.83333333333,743.533333333333,14,11.48,Decisive,night,clear,Low,894,Medium
VRU,3030,1368.975,771.95,19,11.65,Decisive,night,clear,Low,996,Medium
VRU,3031,1570.35,813.85,6,11.23,Decisive,night,clear,Low,997,Good
VRU,3032,416.7,795.3,4,11.43,Decisive,night,clear,Low,861,Medium
VRU,3033,1577.95,737.35,12,10.86,Decisive,rain,slippery,High,998,Good
VRU,3034,1143.53333333333,761.133333333333,13,10.57,Decisive,rain,slippery,High,982,Medium
VRU,3035,383.3,739.7,8,11.2,Non-decisive,snow,slippery,Low,862,Good
VRU,3036,18.2,744.4,6,9.47,Decisive,rain,slippery,High,384,Medium
VRU,3037,78.75,767.05,11,10.21,Decisive,fog,not visible,High,776,Good
VRU,3038,1079.2,745.3,7,9.58,Decisive,fog,not visible,High,927,Good
VRU,3039,1835.7,793.7,6,10.94,Decisive,fog,not visible,High,904,Medium
VRU,3040,1885.9,779.5,9,11.41,Decisive,night,clear,Low,747,Medium
VRU,3041,276.2,780.4,9,9.6,Non-decisive,fog,not visible,High,863,Medium
VRU,3042,1828.83333333333,757.0,13,10.52,Decisive,fog,not visible,High,906,Medium
VRU,3043,1614.7,833.6,3,9.68,Decisive,fog,not visible,High,999,Medium
VRU,3044,276.95,802.9,13,10.14,Decisive,fog,not visible,High,864,Good
VRU,3045,1828.13333333333,724.333333333333,19,11.4,Decisive,snow,slippery,Low,919,Medium
VRU,3046,342.9,719.15,7,11.13,Decisive,snow,slippery,Low,865,Good
VRU,3047,1464.5,812.95,5,12.93,Decisive,motorway,sunny,Low,1000,Good
VRU,3048,1118.22857142857,767.542857142857,29,11.34,Decisive,night,clear,Low,947,Medium
VRU,3049,1529.8,812.15,8,11.29,Decisive,fog,not visible,Low,1001,Good
VRU,3050,1014.2,868.9,8,11.65,Decisive,night,clear,Low,872,Good
VRU,3051,1839.16666666667,766.333333333333,13,11.42,Decisive,night,clear,Low,921,Good
VRU,3052,226.3,822.6,4,10.89,Decisive,night,clear,High,822,Good
VRU,3053,148.9,778.65,2,9.49,Decisive,fog,not visible,High,818,Medium
VRU,3054,1424.75,796.35,11,10.78,Decisive,fog,not visible,High,1002,Good
VRU,3055,1438.1,830.2,6,9.83,Decisive,fog,not visible,High,1003,Good
VRU,3056,1070.3,750.0,7,9.41,Decisive,rain,slippery,High,930,Good
VRU,3057,1279.36666666667,769.433333333333,15,11.88,Decisive,night,clear,Low,1004,Medium
VRU,3058,764.9,757.7,10,11.24,Decisive,motorway,sunny,Low,866,Medium
VRU,3059,960.4,785.1,5,12.1,Decisive,night,clear,Low,871,Good
VRU,3060,250.1,781.3,5,9.45,Decisive,rain,slippery,High,857,Good
VRU,3061,1030.8,797.5,6,11.71,Non-decisive,night,clear,Low,903,Good
VRU,3062,1370.85,815.35,9,11.47,Decisive,fog,not visible,Low,1005,Medium
VRU,3063,372.166666666667,766.6,16,11.92,Decisive,night,clear,Low,867,Medium
VRU,3064,372.966666666667,743.133333333333,8,12.11,Decisive,motorway,sunny,Low,868,Good
VRU,3065,1633.3,796.6,10,9.76,Decisive,fog,not visible,High,1006,Medium
VRU,3066,935.4,783.166666666667,10,10.37,Decisive,rain,slippery,High,875,Good
VRU,3067,1746.3,639.4,3,9.15,Decisive,rain,slippery,High,969,Medium
VRU,3068,1745.1,738.3,8,11.3,Non-decisive,fog,not visible,Low,985,Good
VRU,3069,1333.575,757.0,29,11.07,Decisive,night,clear,Low,1007,Medium
VRU,3070,1511.0,746.675,18,10.33,Decisive,fog,not visible,High,1008,Good
VRU,3071,1761.95,810.4,15,11.54,Decisive,night,clear,Low,962,Medium
VRU,3072,139.375,733.7,12,11.15,Decisive,rain,slippery,Low,814,Medium
VRU,3073,1208.85,759.15,12,9.55,Decisive,rain,slippery,High,1009,Medium
VRU,3074,1805.43333333333,695.533333333333,5,10.88,Decisive,snow,slippery,High,943,Medium
VRU,3075,679.25,792.1,3,11.31,Non-decisive,fog,not visible,Low,869,Good
VRU,3076,1570.65,712.55,6,10.22,Decisive,fog,not visible,High,1010,Medium
VRU,3077,1179.76,776.58,20,11.46,Decisive,night,clear,Low,983,Medium
VRU,3078,1833.5,762.733333333333,9,9.68,Non-decisive,rain,slippery,High,928,Medium
VRU,3079,349.8,806.8,3,10.48,Decisive,fog,not visible,High,870,Good
VRU,3080,1516.46666666667,742.466666666667,10,10.94,Decisive,snow,slippery,High,1011,Good
VRU,3081,1424.2,747.35,10,10.91,Non-decisive,night,clear,High,1012,Good
VRU,3082,324.633333333333,781.666666666667,10,9.96,Decisive,rain,slippery,High,871,Good
VRU,3083,1107.5,819.8,6,11.01,Decisive,fog,not visible,Low,931,Medium
VRU,3084,407.4,801.0,9,10.09,Non-decisive,fog,not visible,High,872,Good
VRU,3085,1557.83333333333,774.0,12,10.55,Decisive,rain,slippery,High,1013,Good
VRU,3086,1375.0,764.3,13,10.78,Decisive,night,clear,High,1014,Medium
VRU,3087,1333.9,844.4,8,10.51,Decisive,fog,not visible,High,1015,Good
VRU,3088,800.8,765.6,9,10.16,Non-decisive,fog,not visible,High,863,Medium
VRU,3089,158.225,716.85,14,10.79,Non-decisive,rain,slippery,High,827,Medium
VRU,3090,1394.05,831.0,9,11.63,Decisive,night,clear,Low,1016,Medium
VRU,3091,199.85,741.35,11,10.13,Non-decisive,fog,not visible,High,859,Good
VRU,3092,772.566666666667,766.166666666667,8,11.91,Decisive,fog,not visible,Low,876,Good
VRU,3093,1550.9,762.4,20,11.23,Decisive,snow,slippery,Low,1017,Good
VRU,3094,104.75,682.35,9,8.53,Decisive,rain,slippery,High,797,Medium
VRU,3095,1756.3,758.766666666667,21,11.15,Decisive,night,clear,Low,972,Medium
VRU,3096,550.1,740.7,8,11.74,Decisive,night,clear,Low,873,Medium
VRU,3097,1389.6,852.6,5,10.7,Decisive,snow,slippery,High,1018,Medium
VRU,3098,1094.4,758.9,15,11.43,Decisive,motorway,sunny,Low,934,Good
VRU,3099,188.625,733.475,16,10.97,Decisive,snow,slippery,High,866,Medium
VRU,3100,159.1,801.3,5,11.35,Decisive,snow,slippery,Low,855,Medium
VRU,3101,1063.9,780.1,12,12.41,Decisive,motorway,sunny,Low,937,Good
VRU,3102,1323.15,738.2,9,10.81,Decisive,night,clear,High,1019,Medium
VRU,3103,283.85,736.225,6,11.31,Decisive,snow,slippery,Low,874,Medium
VRU,3104,1340.8,750.7,7,10.27,Non-decisive,fog,not visible,High,1020,Medium
VRU,3105,132.8,687.8,3,9.81,Non-decisive,fog,not visible,High,810,Medium
VRU,3106,353.1,720.833333333333,7,11.03,Decisive,snow,slippery,Low,875,Good
VRU,3107,1753.35,662.6,7,12.09,Decisive,night,clear,Low,988,Medium
VRU,3108,835.4,755.0,16,10.45,Decisive,fog,not visible,High,878,Medium
VRU,3109,901.65,778.0,11,11.18,Decisive,night,clear,Low,870,Good
VRU,3110,608.4,739.2,6,12.1,Decisive,night,clear,Low,879,Medium
VRU,3111,1645.48571428571,746.085714285714,19,11.36,Decisive,snow,slippery,Low,1021,Medium
VRU,3112,1670.23333333333,754.166666666667,14,10.73,Decisive,fog,not visible,High,1022,Good
VRU,3113,1231.9375,766.5625,39,11.1,Decisive,night,clear,Low,1023,Medium
VRU,3114,1809.75,718.8,7,9.85,Decisive,night,clear,High,951,Medium
VRU,3115,672.4,820.3,6,11.52,Decisive,night,clear,Low,881,Medium
VRU,3116,1533.6,768.4,10,11.53,Decisive,night,clear,Low,1024,Good
VRU,3117,226.0,783.3,15,11.67,Decisive,night,clear,Low,876,Good
VRU,3118,1879.23333333333,702.133333333333,7,10.13,Non-decisive,rain,slippery,High,772,Medium
VRU,3119,676.8,774.9,8,10.12,Decisive,fog,not visible,High,883,Good
VRU,3120,1712.0,709.55,5,11.71,Decisive,motorway,sunny,Low,994,Medium
VRU,3121,1888.6,735.05,11,11.81,Non-decisive,motorway,sunny,Low,782,Medium
VRU,3122,223.7,791.6,14,11.16,Decisive,fog,not visible,Low,877,Good
VRU,3123,336.6,801.9,14,9.75,Decisive,fog,not visible,High,878,Medium
VRU,3124,515.4,759.4,7,12.31,Decisive,motorway,sunny,Low,880,Medium
VRU,3125,1870.7,716.85,7,11.41,Decisive,rain,slippery,Low,785,Medium
VRU,3126,680.814285714286,764.928571428571,30,11.42,Non-decisive,snow,slippery,Low,884,Medium
VRU,3127,571.816666666667,772.0,12,11.13,Non-decisive,snow,slippery,Low,885,Medium
VRU,3128,1296.6,838.7,8,11.32,Decisive,fog,not visible,Low,1025,Medium
VRU,3129,1790.7,770.9,1,9.23,Decisive,rain,slippery,High,973,Medium
VRU,3130,1333.85,811.8,8,10.12,Non-decisive,fog,not visible,High,1026,Medium
VRU,3131,1270.33333333333,777.433333333333,15,10.31,Decisive,fog,not visible,High,1027,Medium
VRU,3132,407.75,780.6,5,10.24,Non-decisive,rain,slippery,High,882,Good
VRU,3133,1876.4,732.533333333333,13,9.74,Non-decisive,fog,not visible,High,794,Medium
VRU,3134,1517.925,795.05,17,9.55,Non-decisive,rain,slippery,High,1028,Good
VRU,3135,798.1,770.6,13,10.23,Decisive,fog,not visible,High,887,Good
VRU,3136,1860.65,746.025,9,10.5,Non-decisive,fog,not visible,High,878,Medium
VRU,3137,296.9,721.3,8,11.37,Decisive,night,clear,Low,886,Good
VRU,3138,330.766666666667,781.766666666667,9,11.02,Decisive,night,clear,Low,888,Good
VRU,3139,464.25,771.95,9,10.81,Non-decisive,motorway,sunny,High,889,Good
VRU,3140,1761.0,769.5,19,11.36,Decisive,night,clear,Low,1009,Medium
VRU,3141,1255.88,772.86,13,12.08,Decisive,motorway,sunny,Low,1029,Medium
VRU,3142,1786.86666666667,709.966666666667,7,10.86,Decisive,night,clear,High,970,Medium
VRU,3143,1242.95,775.175,23,10.74,Decisive,snow,slippery,High,1030,Medium
VRU,3144,1308.56666666667,780.666666666667,9,9.85,Decisive,fog,not visible,High,1031,Good
VRU,3145,295.9,706.4,5,11.04,Decisive,night,clear,Low,887,Good
VRU,3146,221.4,766.45,6,11.03,Decisive,motorway,sunny,Low,890,Medium
VRU,3147,1758.7,680.6,7,10.37,Decisive,fog,not visible,High,1023,Medium
VRU,3148,1218.65,755.25,12,11.48,Decisive,fog,not visible,Low,1032,Medium
VRU,3149,1845.03333333333,766.633333333333,3,11.42,Decisive,fog,not visible,Low,902,Medium
VRU,3150,505.2,787.2,4,10.22,Non-decisive,fog,not visible,High,891,Medium
VRU,3151,1820.65,747.95,14,12.05,Non-decisive,night,clear,Low,971,Medium
VRU,3152,76.2,783.266666666667,9,9.45,Decisive,rain,slippery,High,782,Medium
VRU,3153,1330.22,759.98,19,11.18,Decisive,motorway,sunny,Low,1033,Medium
VRU,3154,1637.66666666667,791.433333333333,21,10.88,Decisive,snow,slippery,High,1034,Good
VRU,3155,115.075,760.35,13,11.63,Decisive,night,clear,Low,824,Medium
VRU,3156,1269.9,766.5,20,11.76,Decisive,night,clear,Low,1035,Medium
VRU,3157,1503.5,763.2,7,11.41,Non-decisive,motorway,sunny,Low,1036,Good
VRU,3158,1290.5,736.7,7,10.73,Non-decisive,fog,not visible,High,1037,Good
VRU,3159,1560.575,760.375,19,11.31,Decisive,night,clear,Low,1038,Good
VRU,3160,1137.15,793.0,10,11.3,Decisive,motorway,sunny,Low,987,Medium
VRU,3161,1339.8,830.6,4,11.76,Decisive,motorway,sunny,Low,1039,Medium
VRU,3162,186.5,819.0,8,10.35,Decisive,rain,slippery,High,892,Medium
VRU,3163,617.3,824.65,10,10.67,Decisive,fog,not visible,High,893,Good
VRU,3164,1886.66666666667,724.733333333333,8,12.51,Decisive,motorway,sunny,Low,793,Medium
VRU,3165,1856.0,756.6,8,11.01,Decisive,night,clear,Low,922,Medium
VRU,3166,1659.225,727.975,9,10.65,Decisive,fog,not visible,High,1040,Good
VRU,3167,1854.65,773.75,7,12.52,Non-decisive,junction,overcast,Low,948,Medium
VRU,3168,499.3,832.9,5,10.98,Non-decisive,snow,slippery,High,894,Medium
VRU,3169,432.2,715.0,4,10.93,Decisive,snow,slippery,High,895,Good
VRU,3170,1291.6,798.36,22,10.33,Decisive,fog,not visible,High,1041,Medium
VRU,3171,1808.6,679.5,8,11.82,Decisive,night,clear,Low,984,Medium
VRU,3172,1739.95,730.15,11,11.18,Decisive,snow,slippery,Low,1032,Medium
VRU,3173,744.3,760.1,5,12.38,Non-decisive,motorway,sunny,Low,892,Medium
VRU,3174,1210.63333333333,763.277777777778,25,9.75,Decisive,rain,slippery,High,1042,Medium
VRU,3175,1608.86666666667,758.133333333333,13,12.08,Decisive,night,clear,Low,1043,Medium
VRU,3176,1786.0,695.3,7,10.02,Decisive,rain,slippery,High,991,Medium
VRU,3177,1750.13333333333,725.333333333333,12,11.93,Decisive,night,clear,Low,1030,Medium
VRU,3178,1606.4,830.4,3,11.93,Non-decisive,night,clear,Low,1044,Medium
VRU,3179,750.666666666667,742.233333333333,8,12.13,Non-decisive,night,clear,Low,896,Good
VRU,3180,320.2,799.6,11,9.74,Decisive,fog,not visible,High,897,Medium
VRU,3181,1590.6,735.875,18,10.92,Decisive,snow,slippery,High,1045,Good
VRU,3182,1175.2,753.8,6,10.82,Decisive,snow,slippery,High,993,Medium
VRU,3183,1215.9,781.15,24,10.64,Decisive,fog,not visible,High,1046,Medium
VRU,3184,293.2,791.5,10,11.88,Decisive,night,clear,Low,898,Good
VRU,3185,62.65,726.9,11,10.74,Decisive,rain,slippery,High,812,Medium
VRU,3186,1232.98571428571,769.514285714286,25,10.73,Decisive,motorway,sunny,High,1047,Medium
VRU,3187,291.0,768.033333333333,9,10.06,Decisive,fog,not visible,High,899,Medium
VRU,3188,281.1,787.7,16,10.65,Decisive,snow,slippery,High,900,Good
VRU,3189,29.8,762.9,13,11.12,Decisive,fog,not visible,Low,429,Medium
VRU,3190,1324.33333333333,760.3,19,10.63,Decisive,night,clear,High,1048,Medium
VRU,3191,1037.5,812.3,6,10.4,Decisive,fog,not visible,High,932,Good
VRU,3192,1764.7,752.65,19,11.54,Decisive,night,clear,Low,1029,Medium
VRU,3193,1867.8,772.35,11,11.65,Decisive,fog,not visible,Low,881,Medium
VRU,3194,1390.35,734.0,3,9.57,Non-decisive,fog,not visible,High,1049,Good
VRU,3195,712.46,760.9,14,12.07,Decisive,night,clear,Low,902,Medium
VRU,3196,891.6,782.2,3,11.87,Decisive,motorway,sunny,Low,867,Medium
VRU,3197,769.7,718.4,4,9.96,Decisive,fog,not visible,High,904,Medium
VRU,3198,1323.1,794.3,10,9.97,Decisive,rain,slippery,High,1050,Medium
VRU,3199,1903.6,726.75,11,11.01,Non-decisive,snow,slippery,Low,561,Medium
VRU,3200,1630.94,778.18,18,9.83,Decisive,rain,slippery,High,1051,Medium
VRU,3201,1038.35,764.35,6,10.86,Non-decisive,snow,slippery,High,940,Good
VRU,3202,1390.34,792.96,15,11.38,Decisive,fog,not visible,Low,1052,Good
VRU,3203,1598.6,795.4,13,11.53,Decisive,night,clear,Low,1053,Good
VRU,3204,373.366666666667,757.0,15,10.82,Decisive,rain,slippery,High,901,Good
VRU,3205,940.9,808.35,9,10.43,Decisive,fog,not visible,High,895,Good
