Type,ClusterID,CentroidX,CentroidY,NumMembers,TimeOfDay,DecisiveOrStyle,Weather,RoadCondition,CommInterval,Channel,ChannelQuality
VRU,2204,371.75,793.8,8,10.75,Decisive,fog,not visible,High,615,Good
VRU,2205,547.8,762.4666667,9,11.89,Decisive,motorway,sunny,Low,616,Medium
VRU,2206,1899,697,7,12.43,Decisive,motorway,sunny,Low,440,Medium
VRU,2207,1544.8,835.8,3,10.48,Non-decisive,fog,not visible,High,740,Good
VRU,2208,556.3,722.5,4,12.82,Decisive,motorway,sunny,Low,617,Medium
VRU,2209,466.4,748.15,16,10.26,Decisive,rain,slippery,High,618,Good
VRU,2210,129.1,755.9,12,12.6,Decisive,motorway,sunny,Low,583,Medium
VRU,2211,632.5,834.9,3,9.95,Decisive,fog,not visible,High,619,Medium
VRU,2212,804.3,756.4,4,12.1,Decisive,night,clear,Low,606,Medium
VRU,2213,1149.7,834.8,6,11.69,Decisive,night,clear,Low,669,Good
VRU,2214,1888.233333,789,10,12.21,Decisive,motorway,sunny,Low,579,Medium
VRU,2215,253.3,761.1,8,11.01,Decisive,snow,slippery,Low,620,Medium
VRU,2216,1506.7,745.96,14,11.31,Decisive,night,clear,Low,741,Good
VRU,2217,1658.5,684.6,6,9.98,Decisive,fog,not visible,High,742,Good
VRU,2218,896.2,810.3,5,10.05,Decisive,fog,not visible,High,608,Good
VRU,2219,562.15,787.35,13,12.34,Non-decisive,night,clear,Low,622,Medium
VRU,2220,804.3333333,765.2666667,11,11.4,Decisive,fog,not visible,Low,620,Medium
VRU,2221,1794.65,787.5,10,11.51,Decisive,fog,not visible,Low,674,Medium
VRU,2222,1025.6,799.9333333,5,10.71,Decisive,snow,slippery,High,627,Medium
VRU,2223,1373.266667,774.8,11,9.91,Decisive,fog,not visible,High,743,Medium
VRU,2224,418.6,881.9,4,10.35,Decisive,fog,not visible,High,621,Good
VRU,2225,565.55,747.3,6,11.85,Decisive,night,clear,Low,623,Medium
VRU,2226,1131.2,809.5,14,10.97,Decisive,fog,not visible,High,667,Medium
VRU,2227,152.2,733.4,8,12.02,Non-decisive,night,clear,Low,584,Medium
VRU,2228,1377,757.6,10,11.3,Non-decisive,motorway,sunny,Low,744,Medium
VRU,2229,430.9,785.15,7,10,Decisive,fog,not visible,High,624,Good
VRU,2230,895.1,738.2,4,10,Decisive,rain,slippery,High,625,Good
VRU,2231,295.4,844.1,4,10.19,Decisive,rain,slippery,High,625,Good
VRU,2232,1860.5,715.4,5,9.71,Decisive,fog,not visible,High,594,Medium
VRU,2233,1870.2,734.9,10,11.46,Decisive,rain,slippery,Low,606,Medium
VRU,2234,294,779.2,6,11.13,Decisive,motorway,sunny,Low,626,Medium
VRU,2235,57.4,666.1,7,10.23,Decisive,fog,not visible,High,439,Medium
VRU,2236,168.25,719.425,8,10.94,Decisive,fog,not visible,High,604,Medium
VRU,2237,1266.6,770.65,26,10.85,Decisive,fog,not visible,High,745,Good
VRU,2238,1285.7,871.4,10,11.95,Decisive,motorway,sunny,Low,746,Good
VRU,2239,524.3,822.9,7,9.91,Decisive,fog,not visible,High,627,Medium
VRU,2240,355.7,782.3,6,10.86,Decisive,snow,slippery,High,628,Good
VRU,2241,1134.85,854.65,8,11.49,Decisive,night,clear,Low,697,Medium
VRU,2242,474.6,767.3,16,11.32,Decisive,snow,slippery,Low,629,Good
VRU,2243,781.3,791,8,10.3,Decisive,fog,not visible,High,631,Good
VRU,2244,339.1,770.6,7,12.37,Decisive,motorway,sunny,Low,630,Good
VRU,2245,152.25,750.6,17,12.2,Decisive,motorway,sunny,Low,612,Medium
VRU,2246,930.4,775.8333333,9,10.35,Decisive,fog,not visible,High,633,Good
VRU,2247,74.9,756.1,9,10.71,Non-decisive,night,clear,High,460,Medium
VRU,2248,49.2,682.4,10,11.78,Decisive,night,clear,Low,453,Medium
VRU,2249,1379.325,762.0875,23,10.86,Decisive,snow,slippery,High,747,Medium
VRU,2250,1893.966667,734.1166667,14,12.26,Decisive,junction,overcast,Low,526,Medium
VRU,2251,1783.6,717.25,6,11.06,Decisive,night,clear,Low,679,Good
VRU,2252,1248.533333,765.9333333,11,10.49,Decisive,fog,not visible,High,748,Medium
VRU,2253,1739.85,732.825,16,10.61,Decisive,rain,slippery,High,704,Good
VRU,2254,1882.4,796.9,10,11.68,Decisive,fog,not visible,Low,629,Good
VRU,2255,627.3,733.2,9,11.05,Decisive,motorway,sunny,Low,632,Medium
VRU,2256,1906,724.35,10,11.19,Non-decisive,fog,not visible,Low,265,Medium
VRU,2257,1551.7,748.6,14,10,Non-decisive,fog,not visible,High,749,Medium
VRU,2258,1542.4,752.25,11,9.86,Non-decisive,fog,not visible,High,750,Good
VRU,2259,818.7,845.1,7,11.6,Decisive,night,clear,Low,635,Good
VRU,2260,1613.65,776.3,7,11.88,Non-decisive,night,clear,Low,751,Good
VRU,2261,1252.866667,803.1,7,11.5,Non-decisive,motorway,sunny,Low,752,Medium
VRU,2262,1297.733333,795.0333333,13,11.53,Decisive,fog,not visible,Low,753,Medium
VRU,2263,1794.466667,737.6666667,19,10.74,Decisive,rain,slippery,High,688,Medium
VRU,2264,456.6,773.5,5,12.34,Decisive,junction,overcast,Low,634,Good
VRU,2265,541.3,797.6,14,11.36,Decisive,night,clear,Low,636,Medium
VRU,2266,1607.9,707.7,7,11.82,Non-decisive,night,clear,Low,754,Good
VRU,2267,692.1,716.2,8,10.38,Non-decisive,fog,not visible,High,638,Good
VRU,2268,1632.733333,788.4,8,10.45,Decisive,fog,not visible,High,755,Medium
VRU,2269,1682.5,786.2,5,12.36,Non-decisive,fog,not visible,Low,756,Good
VRU,2270,1158,879.4,3,11.74,Decisive,night,clear,Low,702,Medium
VRU,2271,1845.8,710.7,16,10.01,Decisive,fog,not visible,High,646,Medium
VRU,2272,250.6,796.3,11,9.95,Decisive,fog,not visible,High,631,Good
VRU,2273,347.2,738.55,9,11.45,Non-decisive,night,clear,Low,633,Good
VRU,2274,257.3,727.2,5,11.13,Decisive,snow,slippery,Low,635,Good
VRU,2275,832.6,733.4,6,10.47,Decisive,fog,not visible,High,639,Medium
VRU,2276,1911,703.3,7,11.22,Decisive,snow,slippery,Low,305,Medium
VRU,2277,1230.8,752.8,8,12.29,Decisive,motorway,sunny,Low,757,Good
VRU,2278,142.3,844.2,6,11.13,Decisive,snow,slippery,Low,637,Medium
VRU,2279,189,775.55,12,10.25,Decisive,fog,not visible,High,638,Good
VRU,2280,757.8,768.9,6,9.73,Decisive,fog,not visible,High,641,Good
VRU,2281,1664.75,753.55,8,10.4,Decisive,fog,not visible,High,758,Good
VRU,2282,1784.9,751.55,22,11.04,Decisive,snow,slippery,Low,695,Medium
VRU,2283,1836.325,751.3,9,12.28,Decisive,night,clear,Low,647,Medium
VRU,2284,974.9,754,11,11.34,Decisive,night,clear,Low,642,Good
VRU,2285,1163.15,762.05,26,10.38,Decisive,rain,slippery,High,717,Medium
VRU,2286,1452.425,772.325,5,11.13,Decisive,snow,slippery,Low,759,Good
VRU,2287,1716.4,736.7,9,11.37,Decisive,night,clear,Low,760,Medium
VRU,2288,1798.066667,714.0333333,5,12.43,Decisive,night,clear,Low,698,Medium
VRU,2289,739.8,735.75,5,12.38,Decisive,motorway,sunny,Low,645,Good
VRU,2290,486.6714286,756.3142857,23,10.98,Decisive,fog,not visible,High,640,Good
VRU,2291,1590.25,743.725,14,11,Decisive,snow,slippery,High,761,Good
VRU,2292,1165.65,830.6,9,10.4,Non-decisive,fog,not visible,High,725,Medium
VRU,2293,241.0666667,784.9666667,9,11.08,Decisive,snow,slippery,Low,639,Medium
VRU,2294,1680.633333,764.0333333,11,10.62,Decisive,night,clear,High,762,Medium
VRU,2295,116.05,731.45,15,10.43,Decisive,rain,slippery,High,563,Medium
VRU,2296,864.6,829.1,4,9.8,Decisive,fog,not visible,High,648,Good
VRU,2297,214.74,740,17,11.58,Decisive,night,clear,Low,641,Good
VRU,2298,109.85,714.85,8,10.36,Decisive,fog,not visible,High,605,Medium
VRU,2299,1033.233333,762.9333333,9,10.5,Decisive,night,clear,High,653,Good
VRU,2300,350.8,765.35,14,10.11,Decisive,rain,slippery,High,642,Good
VRU,2301,1046.65,777.55,4,10.46,Decisive,fog,not visible,High,655,Good
VRU,2302,1763.45,792.35,10,11.93,Decisive,motorway,sunny,Low,708,Medium
VRU,2303,1116.7,813.4,3,11.38,Non-decisive,motorway,sunny,Low,696,Good
VRU,2304,398.7,724.5,7,10.98,Decisive,snow,slippery,High,643,Good
VRU,2305,910.9,793,4,9.86,Decisive,fog,not visible,High,651,Good
VRU,2306,1444.5,720.1,6,9.86,Decisive,fog,not visible,High,763,Good
VRU,2307,333,707,9,11.48,Decisive,snow,slippery,Low,644,Good
VRU,2308,1394.7,786.8,6,12.38,Decisive,motorway,sunny,Low,764,Medium
VRU,2309,1605.6,783.8,24,10.26,Non-decisive,rain,slippery,High,765,Good
VRU,2310,303.3333333,737.5666667,18,10.88,Non-decisive,snow,slippery,High,646,Medium
VRU,2311,1075.6,840.1,7,11.38,Decisive,rain,slippery,Low,660,Medium
VRU,2312,169.5,739.35,6,12.08,Decisive,night,clear,Low,645,Good
VRU,2313,1493.466667,789,15,9.91,Non-decisive,fog,not visible,High,766,Good
VRU,2314,1322.35,789.575,18,11.36,Decisive,rain,slippery,Low,767,Medium
VRU,2315,1335.975,751.15,20,10.53,Decisive,fog,not visible,High,768,Medium
VRU,2316,386.86,753.85,24,11.31,Decisive,fog,not visible,Low,647,Medium
VRU,2317,762,831.6,4,10.61,Decisive,fog,not visible,High,649,Medium
VRU,2318,1512.866667,759.0333333,21,11.28,Decisive,motorway,sunny,Low,769,Good
VRU,2319,1510.933333,750.2,15,10.78,Decisive,snow,slippery,High,770,Good
VRU,2320,1657.6,825.7,3,11.33,Decisive,night,clear,Low,771,Good
VRU,2321,1739.3,702.3,7,9.73,Non-decisive,rain,slippery,High,737,Medium
VRU,2322,141.2666667,711.0666667,11,11.98,Decisive,night,clear,Low,619,Medium
VRU,2323,1377.025,776.7,14,11.48,Decisive,fog,not visible,Low,772,Medium
VRU,2324,192.2,803.9,14,11.48,Decisive,night,clear,Low,648,Good
VRU,2325,1663.8,716.8,3,12.81,Non-decisive,junction,overcast,Low,773,Good
VRU,2326,334.1,720.95,3,11.29,Decisive,snow,slippery,Low,650,Medium
VRU,2327,977.2,838,10,11.89,Decisive,night,clear,Low,656,Good
VRU,2328,125.85,739.475,10,12.38,Non-decisive,motorway,sunny,Low,632,Medium
VRU,2329,1071.6,774,16,12.06,Decisive,fog,not visible,Low,687,Medium
VRU,2330,520.35,802.5,7,10.3,Non-decisive,fog,not visible,High,652,Medium
VRU,2331,1766.85,787.2,10,10.36,Decisive,fog,not visible,High,730,Medium
VRU,2332,1098.05,765.9,12,12.14,Decisive,night,clear,Low,713,Good
VRU,2333,1095.4,864.1,2,9.03,Decisive,rain,slippery,High,701,Good
VRU,2334,1036.633333,772.5,9,9.96,Non-decisive,fog,not visible,High,661,Good
VRU,2335,1666.333333,730,9,11.05,Decisive,night,clear,Low,774,Medium
VRU,2336,268.45,740.65,17,11,Decisive,snow,slippery,High,649,Medium
VRU,2337,49.85,745.8,9,11.79,Decisive,night,clear,Low,456,Medium
VRU,2338,1501.05,750.25,10,11.02,Decisive,fog,not visible,Low,775,Good
VRU,2339,1215.7,771.9,14,10.96,Decisive,night,clear,High,728,Medium
VRU,2340,132.875,729.2,16,10.8,Decisive,fog,not visible,High,651,Good
VRU,2341,203.3666667,736.4333333,7,11.35,Non-decisive,rain,slippery,Low,653,Good
VRU,2342,1455.3,776.75,12,11.33,Decisive,snow,slippery,Low,776,Good
VRU,2343,671.4,776.25,3,10.78,Decisive,fog,not visible,High,654,Medium
VRU,2344,124,726,8,11.18,Decisive,snow,slippery,Low,654,Medium
VRU,2345,1287.34,756.26,18,10.52,Decisive,night,clear,High,777,Medium
VRU,2346,1742.9,771.7,14,11.7,Non-decisive,motorway,sunny,Low,757,Good
VRU,2347,283.9,746.9166667,16,10.43,Decisive,rain,slippery,High,655,Good
VRU,2348,152.4,713.3,7,11.74,Decisive,night,clear,Low,656,Good
VRU,2349,400.3,712.1,6,11.49,Decisive,night,clear,Low,657,Medium
VRU,2350,85.6,771.9,5,9.96,Non-decisive,fog,not visible,High,536,Medium
VRU,2351,1880.55,755.05,12,11.9,Decisive,night,clear,Low,657,Medium
VRU,2352,509.1,750,8,11.06,Decisive,snow,slippery,Low,658,Medium
VRU,2353,1297.96,760.5,17,10.57,Decisive,night,clear,High,778,Medium
VRU,2354,790.4,814.6,2,11.2,Decisive,fog,not visible,Low,663,Good
VRU,2355,266.3,754.7,11,9.75,Non-decisive,fog,not visible,High,659,Medium
VRU,2356,612.35,765.4,8,11.97,Decisive,night,clear,Low,662,Medium
VRU,2357,547.5,841.8,9,11.61,Decisive,motorway,sunny,Low,660,Medium
VRU,2358,1824.2,761.7,6,11.58,Decisive,night,clear,Low,664,Medium
VRU,2359,314.15,757.5,8,12.88,Decisive,motorway,sunny,Low,661,Good
VRU,2360,147.55,727.15,12,10.53,Decisive,fog,not visible,High,663,Good
VRU,2361,808.45,780.95,6,12.6,Decisive,motorway,sunny,Low,664,Medium
VRU,2362,1661.475,745.075,6,12.03,Decisive,motorway,sunny,Low,779,Good
VRU,2363,1697.4,820.1,5,11.41,Decisive,snow,slippery,Low,780,Medium
VRU,2364,1139.675,762.55,16,10.45,Decisive,rain,slippery,High,729,Medium
VRU,2365,210.3,710.8,9,10.98,Non-decisive,snow,slippery,High,664,Medium
VRU,2366,133,712,6,11.17,Decisive,motorway,sunny,Low,665,Good
VRU,2367,1432.733333,770.1333333,15,11.45,Non-decisive,motorway,sunny,Low,781,Good
VRU,2368,928.8,802.3,9,12.06,Decisive,motorway,sunny,Low,665,Good
VRU,2369,1381.2,794.75,16,10.31,Decisive,fog,not visible,High,782,Medium
VRU,2370,1719.05,730.65,10,10.6,Decisive,fog,not visible,High,783,Medium
VRU,2371,450.8666667,770.2666667,17,12.17,Non-decisive,motorway,sunny,Low,666,Good
VRU,2372,1167.95,769.6,19,10.64,Decisive,fog,not visible,High,739,Medium
VRU,2373,608.1666667,769.3666667,14,12.12,Decisive,night,clear,Low,667,Medium
VRU,2374,1670.5,722,2,12.07,Decisive,motorway,sunny,Low,784,Good
VRU,2375,1131.15,786.45,10,11.73,Decisive,motorway,sunny,Low,742,Good
VRU,2376,628.05,814,11,11.19,Decisive,snow,slippery,Low,668,Good
VRU,2377,246.45,763,13,11.43,Non-decisive,motorway,sunny,Low,669,Good
VRU,2378,1139.333333,781.2666667,13,10.65,Decisive,fog,not visible,High,756,Good
VRU,2379,359.45,766.95,5,11.51,Non-decisive,night,clear,Low,670,Good
VRU,2380,712.5,769.2,9,11.03,Decisive,snow,slippery,Low,671,Good
VRU,2381,1375.8,797.6,7,11.39,Decisive,motorway,sunny,Low,785,Medium
VRU,2382,441.3333333,759.7,9,10.98,Decisive,snow,slippery,High,672,Good
VRU,2383,83.45,678.75,12,11.1,Decisive,snow,slippery,Low,492,Medium
VRU,2384,110.9,761.8,8,11.19,Decisive,night,clear,Low,662,Medium
VRU,2385,797.4,825.7,4,12.1,Decisive,motorway,sunny,Low,646,Medium
VRU,2386,119,710.6,9,10.73,Non-decisive,rain,slippery,High,668,Good
VRU,2387,772.05,834,7,11.23,Non-decisive,snow,slippery,Low,675,Good
VRU,2388,400.8,751.65,8,12.33,Non-decisive,motorway,sunny,Low,673,Good
VRU,2389,1595.9,818.15,12,9.92,Decisive,fog,not visible,High,786,Good
VRU,2390,1720.6,745.8,10,11.5,Decisive,night,clear,Low,787,Medium
VRU,2391,303.15,763.4,8,10.89,Decisive,fog,not visible,High,674,Medium
VRU,2392,784.1,812.4,8,11.45,Decisive,fog,not visible,Low,676,Medium
VRU,2393,180.3,739.1,16,10.58,Decisive,fog,not visible,High,671,Good
VRU,2394,297.6,674.4,2,9.19,Decisive,fog,not visible,High,675,Good
VRU,2395,1669.266667,763.55,18,10.26,Decisive,fog,not visible,High,788,Medium
VRU,2396,1678.466667,772.4,16,10.58,Decisive,night,clear,High,789,Medium
VRU,2397,359.9,817.6,6,11.87,Non-decisive,night,clear,Low,677,Good
VRU,2398,727.9,736.55,2,11.38,Decisive,night,clear,Low,678,Good
VRU,2399,849,844.9,7,11.63,Decisive,night,clear,Low,683,Good
VRU,2400,1799.333333,769.8333333,6,10.61,Decisive,fog,not visible,High,706,Medium
VRU,2401,1168.683333,778.1666667,20,13.18,Decisive,motorway,sunny,Low,760,Medium
VRU,2402,482.7,825.6,16,9.94,Decisive,fog,not visible,High,679,Good
VRU,2403,456.1,826.1,6,9.19,Decisive,rain,slippery,High,680,Good
VRU,2404,1827.4,736.8,3,11.24,Non-decisive,night,clear,Low,691,Medium
VRU,2405,1889.7,688.7,3,11.29,Non-decisive,fog,not visible,Low,582,Medium
VRU,2406,1648.3,825.5,8,11.63,Decisive,night,clear,Low,790,Medium
VRU,2407,1876.4,826.4,5,10.88,Decisive,motorway,sunny,High,680,Good
VRU,2408,999.9,804.6,7,10.87,Non-decisive,night,clear,High,670,Good
VRU,2409,1816.75,729.55,6,9.69,Decisive,fog,not visible,High,707,Medium
VRU,2410,224.6,740.9,9,10.61,Decisive,fog,not visible,High,676,Medium
VRU,2411,1320.4,806.8,5,10.64,Decisive,snow,slippery,High,791,Medium
VRU,2412,967.7,818.4,6,11.06,Decisive,fog,not visible,Low,686,Good
VRU,2413,1189.7,846.075,10,10.71,Decisive,snow,slippery,High,780,Medium
VRU,2414,329.5,824.1,4,11.24,Decisive,motorway,sunny,Low,681,Medium
VRU,2415,1092.45,779.4,13,11.88,Non-decisive,motorway,sunny,Low,715,Good
VRU,2416,540.55,749.1833333,13,10.73,Decisive,fog,not visible,High,682,Medium
VRU,2417,1471.15,742.05,9,12.09,Decisive,motorway,sunny,Low,792,Good
VRU,2418,1385.8,750.1666667,16,10.83,Decisive,rain,slippery,High,793,Medium
VRU,2419,1383.9,825.5,6,10.07,Decisive,fog,not visible,High,794,Medium
VRU,2420,1730.566667,756,14,11.67,Decisive,night,clear,Low,795,Good
VRU,2421,1383.3,813.3,9,8.8,Non-decisive,rain,slippery,High,796,Medium
VRU,2422,707.8,779.7,7,10.49,Non-decisive,fog,not visible,High,684,Medium
VRU,2423,1833.1,820.2,2,11.45,Decisive,night,clear,Low,681,Medium
VRU,2424,1252.45,770.45,11,10.39,Decisive,fog,not visible,High,797,Medium
VRU,2425,1184.1,780,12,9.48,Non-decisive,rain,slippery,High,783,Medium
VRU,2426,1297.975,814.6,10,11.67,Decisive,night,clear,Low,798,Medium
VRU,2427,603.04,770.56,22,11.83,Non-decisive,night,clear,Low,685,Good
VRU,2428,584,766.2,20,12.13,Non-decisive,night,clear,Low,688,Medium
VRU,2429,1168.042857,765.5571429,17,11.82,Non-decisive,night,clear,Low,762,Medium
VRU,2430,1328.4,781.3,10,11.61,Decisive,night,clear,Low,799,Medium
VRU,2431,815.7,808.9,5,11.89,Decisive,night,clear,Low,689,Good
VRU,2432,895.9,833.2,6,11.92,Decisive,fog,not visible,Low,690,Good
VRU,2433,1880.5,765.2666667,12,11.79,Decisive,motorway,sunny,Low,676,Medium
VRU,2434,1154.133333,801.0666667,9,12.21,Non-decisive,motorway,sunny,Low,758,Good
VRU,2435,122.8,837.2,3,11.17,Decisive,snow,slippery,Low,678,Good
VRU,2436,134.7,808,8,11.85,Non-decisive,night,clear,Low,683,Good
VRU,2437,1514.58,784.94,17,11.16,Decisive,fog,not visible,Low,800,Good
VRU,2438,114.3666667,749.7666667,12,10.87,Decisive,night,clear,High,684,Medium
VRU,2439,1136.9,741.2,6,12.39,Decisive,night,clear,Low,771,Good
VRU,2440,675.25,827.6,4,10.54,Non-decisive,fog,not visible,High,691,Medium
VRU,2441,1551.6,757.4,16,11.25,Non-decisive,snow,slippery,Low,801,Good
VRU,2442,1424.8,777.1,14,10.46,Non-decisive,rain,slippery,High,802,Good
VRU,2443,1847.1,756.5,6,10.39,Decisive,fog,not visible,High,684,Medium
VRU,2444,1151.8,760.1333333,12,10.04,Decisive,fog,not visible,High,773,Good
VRU,2445,801.2,818.35,3,13.34,Non-decisive,motorway,sunny,Low,692,Good
VRU,2446,1618.7,724.9,4,11.29,Decisive,snow,slippery,Low,803,Medium
VRU,2447,562.2,801.4,7,10.2,Non-decisive,fog,not visible,High,687,Medium
VRU,2448,1667.366667,772.4,13,9.73,Decisive,rain,slippery,High,804,Medium
VRU,2449,1107.45,759.7,11,9.61,Decisive,rain,slippery,High,733,Medium
VRU,2450,688.7,824,6,10.8,Decisive,snow,slippery,High,693,Good
VRU,2451,1767.6,725.45,10,11.56,Decisive,snow,slippery,Low,745,Good
VRU,2452,664.4,835.25,5,12.06,Non-decisive,fog,not visible,Low,694,Good
VRU,2453,518.4,767.7333333,9,13.03,Decisive,motorway,sunny,Low,695,Medium
VRU,2454,1320.05,749.1,16,10.03,Decisive,fog,not visible,High,805,Medium
VRU,2455,1835.1,799,11,10.19,Decisive,rain,slippery,High,710,Medium
VRU,2456,1131.133333,792.7333333,11,10.84,Decisive,snow,slippery,High,755,Medium
VRU,2457,1311.575,763.25,16,11.16,Decisive,night,clear,Low,806,Medium
VRU,2458,347.4666667,743.3666667,12,11.97,Decisive,night,clear,Low,686,Good
VRU,2459,1615.166667,750.7666667,17,10.99,Decisive,snow,slippery,High,807,Good
VRU,2460,333.15,760.15,10,10.99,Non-decisive,fog,not visible,High,690,Good
VRU,2461,1688.833333,801.0333333,4,11.24,Decisive,night,clear,Low,808,Good
VRU,2462,1205.75,755.5,16,11.81,Decisive,motorway,sunny,Low,787,Medium
VRU,2463,1192.6,747.9,10,11.99,Non-decisive,night,clear,Low,795,Good
VRU,2464,804.5,776.2,6,11.23,Non-decisive,motorway,sunny,Low,699,Good
VRU,2465,1796.771429,756.3857143,41,12.35,Decisive,junction,overcast,Low,735,Medium
VRU,2466,1750.2,792,5,12,Decisive,motorway,sunny,Low,748,Medium
VRU,2467,1795.85,780.9,7,11.59,Decisive,night,clear,Low,746,Good
VRU,2468,1751.566667,757.8666667,15,11.78,Decisive,night,clear,Low,752,Medium
VRU,2469,1507.7,826.2,6,10.56,Decisive,fog,not visible,High,809,Good
VRU,2470,114.2,686.8,2,13.21,Decisive,motorway,sunny,Low,556,Good
VRU,2471,642.9,765.9333333,10,9.85,Non-decisive,rain,slippery,High,698,Medium
VRU,2472,1074,771.3,7,11.1,Non-decisive,night,clear,Low,716,Good
VRU,2473,263.95,758.95,13,10.09,Decisive,rain,slippery,High,689,Good
VRU,2474,1672.4,743,4,10.35,Decisive,snow,slippery,High,810,Medium
VRU,2475,1176.3,811.9,3,12.77,Decisive,motorway,sunny,Low,784,Good
VRU,2476,459.9,719.35,12,11.18,Decisive,snow,slippery,Low,696,Good
VRU,2477,231.05,701.4,8,10.68,Decisive,fog,not visible,High,692,Good
VRU,2478,1410.48,796.96,17,10.48,Decisive,rain,slippery,High,811,Medium
VRU,2479,269,682.3,9,10.46,Decisive,rain,slippery,High,697,Medium
VRU,2480,1655.9,785.3,15,10.98,Decisive,fog,not visible,High,812,Medium
VRU,2481,1052.8,734.5,2,9.55,Decisive,fog,not visible,High,723,Good
VRU,2482,291.8,758.25,18,11.19,Non-decisive,motorway,sunny,Low,699,Good
VRU,2483,284.65,832,4,12.01,Decisive,night,clear,Low,700,Good
VRU,2484,1588.45,774.05,13,11.63,Decisive,motorway,sunny,Low,813,Medium
VRU,2485,1156.3,814.8,5,10.82,Decisive,night,clear,High,774,Medium
VRU,2486,39.2,801.85,4,10.25,Non-decisive,rain,slippery,High,469,Medium
VRU,2487,842.4,775.5,3,10.62,Decisive,snow,slippery,High,700,Good
VRU,2488,420.6,783,8,10.05,Decisive,fog,not visible,High,701,Good
VRU,2489,1180.1,836.9,16,10.21,Decisive,fog,not visible,High,789,Medium
VRU,2490,1715.066667,751.4,13,11.3,Non-decisive,fog,not visible,Low,814,Medium
VRU,2491,1443.5,787.3,14,11.44,Non-decisive,motorway,sunny,Low,815,Good
VRU,2492,600.15,786.05,6,10.03,Decisive,fog,not visible,High,702,Medium
VRU,2493,1504.05,797.35,16,10.49,Decisive,fog,not visible,High,816,Good
VRU,2494,399.85,797.55,13,9.59,Decisive,fog,not visible,High,703,Good
VRU,2495,1047.675,770.85,13,10.08,Decisive,fog,not visible,High,731,Medium
VRU,2496,812.8,826.9,3,11.24,Decisive,snow,slippery,Low,705,Good
VRU,2497,1491.8,811.4,6,11.25,Decisive,fog,not visible,Low,817,Good
VRU,2498,1148.8,768.2,4,12.31,Decisive,motorway,sunny,Low,779,Good
VRU,2499,161.4,754.125,19,11.71,Decisive,motorway,sunny,Low,691,Medium
VRU,2500,743.8666667,790.9666667,10,10.83,Decisive,snow,slippery,High,706,Medium
VRU,2501,1333.766667,798.7,13,10.59,Decisive,fog,not visible,High,818,Medium
VRU,2502,1243.733333,787.4666667,10,10.59,Decisive,fog,not visible,High,819,Good
VRU,2503,1155.75,843.8,5,10.42,Decisive,fog,not visible,High,788,Medium
VRU,2504,358.7,772.3,8,12.47,Decisive,motorway,sunny,Low,704,Good
VRU,2505,1710.15,761.7,11,11.18,Decisive,night,clear,Low,820,Good
VRU,2506,37.7,814.3,4,11.16,Decisive,snow,slippery,Low,519,Medium
VRU,2507,1550.3,797.65,12,10.26,Decisive,rain,slippery,High,821,Medium
VRU,2508,1896.733333,754.8666667,12,11.56,Decisive,night,clear,Low,530,Medium
VRU,2509,35.1,785.3,5,11.86,Non-decisive,night,clear,Low,479,Medium
VRU,2510,1468.25,813.15,10,11.89,Decisive,night,clear,Low,822,Good
VRU,2511,1633.7,819.4,10,11.16,Decisive,motorway,sunny,Low,823,Good
VRU,2512,1053.4,867.7,7,12.02,Non-decisive,night,clear,Low,714,Good
VRU,2513,1042.55,835.1,14,11.84,Decisive,night,clear,Low,734,Good
VRU,2514,1395.775,769.875,9,10.76,Decisive,rain,slippery,High,824,Medium
VRU,2515,127.5333333,744.7,7,11.31,Decisive,rain,slippery,Low,693,Good
VRU,2516,907.3,754.1,4,11.3,Non-decisive,fog,not visible,Low,703,Good
VRU,2517,83.65,714.2,3,9.8,Non-decisive,fog,not visible,High,524,Medium
VRU,2518,1258.175,768.025,9,10.23,Decisive,fog,not visible,High,825,Good
VRU,2519,1066.6,847.6,3,12.15,Decisive,fog,not visible,Low,736,Medium
VRU,2520,1422.95,720.25,10,9.36,Decisive,rain,slippery,High,826,Medium
VRU,2521,724.7,853.2,7,10.85,Decisive,motorway,sunny,High,707,Medium
VRU,2522,1264.6,808.6,6,10.4,Decisive,motorway,sunny,High,827,Medium
VRU,2523,384.5,720,4,11.75,Decisive,fog,not visible,Low,708,Medium
VRU,2524,313.1333333,743.1666667,16,10.65,Decisive,night,clear,High,705,Good
VRU,2525,1297.7,781.35,11,11.48,Decisive,fog,not visible,Low,828,Good
VRU,2526,1253.4,818.2,8,10.73,Decisive,fog,not visible,High,829,Medium
VRU,2527,1751,713,16,11.57,Decisive,night,clear,Low,797,Medium
VRU,2528,1862.45,736.25,17,11.24,Decisive,motorway,sunny,Low,724,Medium
VRU,2529,1678.325,738.05,12,11.67,Decisive,night,clear,Low,830,Medium
VRU,2530,1391.4,814.15,14,10.22,Decisive,fog,not visible,High,831,Medium
VRU,2531,1594.4,753.4,12,11.96,Decisive,night,clear,Low,832,Good
VRU,2532,220.4,794.8,2,11.43,Decisive,night,clear,Low,706,Medium
VRU,2533,1456.266667,755.0833333,21,10.96,Decisive,snow,slippery,High,833,Good
VRU,2534,151.6,786.1,3,11.81,Decisive,night,clear,Low,694,Good
VRU,2535,1875.68,748.34,12,11.43,Decisive,night,clear,Low,721,Medium
